-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,15.0,11.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,67.0,0.0,230.0,183.0,590.0
30-34,0.0,13.0,13.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,59.0,66.0,1.0,174.0,146.0,483.0
35-39,0.0,16.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,64.0,68.0,1.0,197.0,108.0,471.0
40-44,0.0,7.0,17.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,62.0,54.0,1.0,153.0,99.0,399.0
45-49,0.0,12.0,16.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,85.0,97.0,0.0,140.0,126.0,483.0
50-54,0.0,15.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,105.0,92.0,0.0,192.0,128.0,559.0
55-59,0.0,21.0,13.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,122.0,124.0,0.0,198.0,152.0,637.0
60-64,0.0,13.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,126.0,108.0,0.0,183.0,145.0,603.0
65-OVER,0.0,28.0,25.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,491.0,438.0,0.0,444.0,266.0,1700.0
TOTAL,0.0,140.0,143.0,0.0,12.0,18.0,0.0,3.0,2.0,0.0,12.0,9.0,0.0,7.0,9.0,0.0,1189.0,1114.0,3.0,1911.0,1353.0,5925.0
