-,MALE,FEMALE,UNKNOWN
UNKNOWN,27.27,50.0,0.0
OTHER,50.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,20.0,33.33,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,41.67,43.57,0.0
BLACK,31.43,34.09,0.0
