,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,ARLINGTON,0.0,53.71,100.0,0.0,0.0,72.24,29.17,60.25
1,BLAKELY,18.18,43.43,0.0,50.0,50.0,65.79,30.0,49.8
2,CEDAR SPRINGS,33.33,58.57,33.33,0.0,0.0,57.8,25.0,56.58
3,CUBA,0.0,52.05,80.0,0.0,25.0,66.8,39.39,60.98
4,URQUHART,0.0,47.68,33.33,0.0,0.0,73.42,33.33,66.62
5,TOTAL,18.75,47.13,28.0,33.33,31.58,65.94,30.81,55.47
