PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
CONCORD,63.10,69.30,0.00,66.25
HOLLONVILLE,67.82,67.80,100.0,67.85
MEANSVILLE,66.33,71.98,100.0,69.24
MOLENA,63.36,66.36,0.00,64.92
SECOND DISTRICT,66.92,70.64,100.0,68.83
LIFSEY SPRINGS,65.13,68.99,100.0,67.14
WILLIAMSON,67.26,68.43,0.00,67.82
ZEBULON,62.65,64.53,100.0,63.65
88888,0.00,0.00,0.00,0.00
TOTAL,65.38,68.35,85.71,66.92
