-,MALE,FEMALE,UNKNOWN
UNKNOWN,19.52,26.23,0.0
OTHER,25.64,35.9,0.0
NATIVE-AM,40.0,40.0,0.0
HISP-LT,28.36,30.94,0.0
ASIA-PI,23.81,25.0,0.0
WHITE,35.02,37.95,50.0
BLACK,21.92,34.09,0.0
