-,MALE,FEMALE,UNKNOWN
UNKNOWN,21.28,32.0,0.0
OTHER,12.5,40.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,9.09,31.25,0.0
ASIA-PI,0.0,20.0,0.0
WHITE,40.25,37.88,0.0
BLACK,21.02,35.8,0.0
