PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
88888,00000,00000,10000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,12.50,22.22,00000,50000,6.67,16.28
99999,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,33.33,00000,00000,00000,00000,33.33,00000,00000,00000,00000,14.29
BYRON #1,00000,38.75,37.66,00000,75000,60000,00000,00000,33.33,00000,36.36,53.85,00000,66.67,40000,10000,66.88,70.08,00000,68.15,58.37,65.15
BYRON #2,00000,39.66,31.64,00000,44000,36.84,00000,33.33,75000,00000,50000,45.45,00000,46.15,31.82,10000,64.31,63.05,50000,70.12,62.67,61.75
CLAUDE,00000,35.29,50000,00000,00000,33.33,00000,00000,00000,00000,46.43,35.48,00000,75000,10000,00000,69.60,68.60,00000,60.61,57.14,65.26
FORT VALLEY #1,00000,46.30,22.39,00000,50000,20000,00000,00000,00000,00000,40.30,22.03,00000,50000,00000,00000,62.71,64.73,00000,57.89,48.33,55.25
FORT VALLEY #2,50000,42000,25.42,00000,33.33,25000,00000,10000,10000,00000,50.85,29.82,00000,66.67,00000,10000,60000,60.26,10000,58.48,45.47,53.54
FORT VALLEY #3,00000,36.36,14.75,00000,45.45,33.33,00000,10000,00000,00000,21.43,33.33,00000,10000,33.33,00000,68.52,57.72,00000,52.27,39.03,47.02
POWERSVILLE,00000,56.82,38.98,00000,33.33,10000,00000,00000,10000,00000,37.50,28.57,00000,50000,60000,00000,66.33,66.67,00000,70.30,58.12,64.01
TOTAL,16.67,41.47,30.25,00000,47.46,37.25,00000,40.00,58.33,00000,43.75,31.19,00000,53.06,36.59,100.0,64.99,65.00,50.00,58.87,47.25,57.61
