AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,36.49,0.00,100.0,0.00,53.52,11.11,43.23
25-29,0.00,29.03,100.0,0.00,25.00,57.41,0.00,41.80
30-34,0.00,55.00,100.0,0.00,0.00,67.44,60.00,61.80
35-39,0.00,48.78,50.00,0.00,0.00,74.55,25.00,61.76
40-44,0.00,53.06,0.00,0.00,0.00,73.21,50.00,63.30
45-49,0.00,58.33,50.00,0.00,0.00,84.51,33.33,72.58
50-54,0.00,75.68,0.00,0.00,50.00,81.01,50.00,77.36
55-59,0.00,83.33,0.00,0.00,50.00,91.30,100.0,87.31
60-64,0.00,79.41,100.0,0.00,0.00,88.76,0.00,84.28
65-OVER,0.00,70.32,0.00,0.00,100.0,87.80,100.0,81.23
TOTAL,0.00,61.10,71.43,100.0,44.44,79.47,43.24,70.47
