-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,4.0,336.0,360.0,1.0,41.0,24.0,1.0,7.0,1.0,0.0,170.0,151.0,0.0,95.0,96.0,6.0,1708.0,1483.0,0.0,279.0,239.0,5002.0
30-34,1.0,238.0,251.0,0.0,22.0,20.0,0.0,5.0,1.0,1.0,118.0,110.0,0.0,79.0,58.0,6.0,1723.0,1673.0,0.0,293.0,208.0,4807.0
35-39,0.0,195.0,260.0,0.0,21.0,21.0,0.0,2.0,0.0,0.0,118.0,81.0,0.0,60.0,53.0,4.0,1785.0,1645.0,1.0,328.0,254.0,4828.0
40-44,0.0,157.0,196.0,0.0,23.0,19.0,0.0,2.0,2.0,2.0,85.0,79.0,0.0,40.0,32.0,2.0,1604.0,1502.0,0.0,303.0,221.0,4269.0
45-49,4.0,173.0,201.0,0.0,20.0,22.0,0.0,1.0,2.0,0.0,83.0,65.0,0.0,38.0,27.0,2.0,1701.0,1622.0,0.0,332.0,260.0,4553.0
50-54,4.0,200.0,206.0,0.0,8.0,11.0,0.0,3.0,2.0,2.0,74.0,72.0,0.0,29.0,40.0,3.0,1638.0,1481.0,1.0,277.0,257.0,4308.0
55-59,1.0,174.0,191.0,0.0,10.0,23.0,0.0,2.0,3.0,0.0,62.0,53.0,1.0,32.0,30.0,0.0,1700.0,1481.0,1.0,274.0,200.0,4238.0
60-64,2.0,118.0,166.0,0.0,11.0,10.0,0.0,0.0,3.0,0.0,56.0,38.0,0.0,29.0,28.0,1.0,1538.0,1283.0,1.0,218.0,173.0,3675.0
65-OVER,2.0,385.0,312.0,0.0,22.0,20.0,0.0,2.0,2.0,0.0,80.0,64.0,0.0,49.0,48.0,7.0,3875.0,3066.0,2.0,407.0,270.0,8613.0
TOTAL,18.0,1976.0,2143.0,1.0,178.0,170.0,1.0,24.0,16.0,5.0,846.0,713.0,1.0,451.0,412.0,31.0,17272.0,15236.0,6.0,2711.0,2082.0,44293.0
