PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,39.58,40.96,27.82,50.0,36.0,59.09,35.22,51.9
02,50.0,71.11,42.42,50.0,55.56,72.6,44.62,71.01
03,0.0,63.22,41.67,0.0,14.29,65.36,39.29,62.97
04,42.86,59.29,85.71,0.0,100.0,74.33,62.96,72.73
05,0.0,52.38,25.0,0.0,75.0,71.61,52.17,69.5
06,50.0,32.14,25.93,0.0,60.0,66.37,45.0,61.42
07,100.0,42.11,36.67,0.0,33.33,62.72,32.0,55.02
08,100.0,48.5,26.09,0.0,66.67,67.31,48.48,62.32
09,18.18,49.64,34.59,33.33,46.43,65.31,41.74,59.61
10,21.05,39.71,32.35,0.0,71.43,60.6,29.76,44.09
11,0.0,45.21,20.0,0.0,33.33,46.82,21.01,43.87
12,48.57,48.12,32.11,0.0,26.32,62.09,43.09,56.9
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,34.03,44.88,32.45,20.0,42.86,65.36,37.86,57.3
