-,MALE,FEMALE,UNKNOWN
UNKNOWN,13.16,15.58,0.0
OTHER,0.0,33.33,0.0
NATIVE-AM,25.0,100.0,0.0
HISP-LT,22.22,33.33,0.0
ASIA-PI,20.0,0.0,0.0
WHITE,15.86,26.27,0.0
BLACK,16.67,0.0,0.0
