AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,23.41,25.84,20.92,22.22,22.02,28.96,18.61,25.86
30-34,25.77,34.87,24.3,17.65,29.61,35.04,24.78,33.46
35-39,24.18,40.96,30.9,15.38,38.54,39.0,30.22,38.68
40-44,40.21,46.37,32.74,36.84,46.5,49.07,32.82,45.87
45-49,45.79,55.35,34.41,35.71,43.14,54.42,39.94,53.07
50-54,48.59,59.17,43.09,22.22,42.86,60.59,40.33,57.86
55-59,42.65,64.71,46.38,57.14,74.44,65.3,45.23,63.29
60-64,47.71,70.02,53.73,37.5,56.84,70.23,48.97,68.41
65-OVER,54.45,71.58,46.86,31.25,44.83,70.3,49.13,69.34
TOTAL,39.98,51.88,34.24,29.93,38.27,55.5,33.76,51.41
