AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,262.0,0.0,13.0,13.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,2.0,2.0,0.0,93.0,78.0,0.0,29.0,19.0
30-34,325.0,0.0,22.0,20.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,4.0,0.0,0.0,105.0,84.0,0.0,52.0,18.0
35-39,365.0,0.0,22.0,19.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,6.0,0.0,0.0,114.0,91.0,0.0,61.0,38.0
40-44,378.0,1.0,17.0,10.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,6.0,9.0,0.0,3.0,2.0,1.0,116.0,93.0,0.0,85.0,27.0
45-49,401.0,0.0,18.0,18.0,0.0,3.0,4.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,5.0,1.0,0.0,111.0,140.0,0.0,54.0,36.0
50-54,428.0,0.0,15.0,10.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,9.0,5.0,0.0,1.0,1.0,0.0,126.0,132.0,0.0,68.0,55.0
55-59,430.0,0.0,12.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,129.0,153.0,0.0,58.0,57.0
60-64,393.0,0.0,16.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,3.0,0.0,119.0,111.0,0.0,64.0,56.0
65-OVER,725.0,0.0,22.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,265.0,259.0,0.0,90.0,57.0
TOTAL,3707.0,1.0,157.0,131.0,0.0,14.0,19.0,0.0,5.0,4.0,0.0,52.0,43.0,0.0,25.0,12.0,1.0,1178.0,1141.0,0.0,561.0,363.0
