AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,16.67,21.74,43.75,0.00,22.22,41.57,18.18,29.86
25-29,0.00,25.79,21.43,0.00,11.11,42.40,17.78,31.75
30-34,0.00,32.27,18.18,0.00,50.00,51.38,23.53,39.76
35-39,14.29,42.36,50.00,0.00,0.00,59.76,25.81,49.22
40-44,0.00,49.21,0.00,0.00,50.00,59.17,35.29,53.07
45-49,30.00,49.49,42.86,0.00,25.00,73.86,34.29,61.97
50-54,0.00,54.83,42.86,0.00,0.00,70.38,30.77,62.28
55-59,33.33,62.30,100.0,50.00,50.00,76.86,27.59,69.31
60-64,0.00,61.95,100.0,0.00,0.00,79.23,41.38,71.53
65-OVER,38.46,62.47,64.29,100.0,83.33,79.37,43.24,73.75
TOTAL,18.18,45.02,42.50,28.57,27.66,67.91,28.64,56.51
