PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
TIFTON NORTHEAST,50.82,52.69,71.43,51.90
BRIGHTON,70.19,71.90,33.33,71.01
BROOKFIELD,60.72,65.15,60.00,62.97
CHULA,73.46,72.23,33.33,72.73
DOCIA,69.48,69.52,0.00,69.50
ELDORADO,61.74,61.16,50.00,61.42
OMEGA,55.56,54.61,0.00,55.02
TY TY,59.31,64.92,66.67,62.32
TIFTON NORTHWEST,56.07,62.56,40.00,59.61
TIFTON SOUTH,39.40,47.78,0.00,44.09
MOTT-LITMAN GYM,37.30,48.73,16.67,43.87
TIFTON LODGE,55.88,57.72,50.00,56.90
99999,0.00,0.00,0.00,0.00
TOTAL,55.56,58.81,39.22,57.30
