-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,1.0,24.0,35.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,1.0,2.0,0.0,161.0,160.0,0.0,208.0,157.0,780.0
30-34,3.0,21.0,31.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,5.0,0.0,6.0,2.0,0.0,191.0,162.0,0.0,212.0,121.0,766.0
35-39,0.0,26.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,2.0,0.0,225.0,189.0,0.0,196.0,123.0,795.0
40-44,0.0,14.0,25.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,3.0,1.0,0.0,218.0,175.0,0.0,185.0,127.0,761.0
45-49,0.0,20.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,3.0,0.0,218.0,197.0,0.0,143.0,116.0,735.0
50-54,0.0,29.0,28.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,2.0,4.0,0.0,242.0,257.0,0.0,199.0,162.0,941.0
55-59,0.0,38.0,33.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,4.0,3.0,0.0,388.0,319.0,0.0,200.0,103.0,1102.0
60-64,0.0,57.0,35.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,9.0,4.0,0.0,532.0,407.0,0.0,191.0,132.0,1375.0
65-OVER,1.0,142.0,161.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,6.0,8.0,1.0,1936.0,1898.0,0.0,428.0,300.0,4899.0
TOTAL,5.0,371.0,395.0,0.0,20.0,22.0,0.0,2.0,1.0,0.0,49.0,47.0,0.0,34.0,29.0,1.0,4111.0,3764.0,0.0,1962.0,1341.0,12154.0
