-,MALE,FEMALE,UNKNOWN
UNKNOWN,25.16,31.19,0.0
OTHER,16.07,39.68,100.0
NATIVE-AM,33.33,0.0,0.0
HISP-LT,26.32,29.73,0.0
ASIA-PI,25.0,34.78,0.0
WHITE,35.14,38.73,0.0
BLACK,20.43,31.53,0.0
