,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,CENTRAL,37.5,35.9,44.86,63.64,53.49,60.63,36.64,57.84
1,EAST,35.29,33.33,46.15,28.57,57.69,62.17,36.95,59.15
2,99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,TOTAL,36.26,34.52,45.57,44.0,55.07,61.34,36.78,58.45
