,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,WEST FRANKLIN,33.33,50.82,35.71,0.0,0.0,61.32,17.65,57.2
1,NORTHEAST FRANKLIN,42.86,48.72,60.0,0.0,85.71,59.72,27.81,57.2
2,LAVONIA,54.55,42.82,30.43,50.0,55.56,58.83,25.5,53.62
3,CANON,7.69,58.93,0.0,0.0,66.67,63.72,28.3,60.97
4,ROYSTON,47.06,45.54,26.67,100.0,28.57,59.99,31.4,56.21
5,SOUTHWEST FRANKLIN,50.0,18.92,50.0,50.0,42.86,65.24,43.29,61.8
6,99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,TOTAL,38.6,43.8,39.78,45.45,45.45,61.31,29.64,57.57
