-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,21.0,26.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,92.0,98.0,1.0,97.0,61.0,407.0
30-34,0.0,10.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,98.0,77.0,0.0,82.0,45.0,335.0
35-39,0.0,12.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,90.0,81.0,0.0,75.0,55.0,334.0
40-44,0.0,15.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,126.0,101.0,0.0,73.0,46.0,377.0
45-49,0.0,9.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,131.0,126.0,0.0,96.0,57.0,441.0
50-54,0.0,5.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,136.0,0.0,66.0,65.0,419.0
55-59,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,157.0,145.0,0.0,116.0,82.0,527.0
60-64,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,128.0,121.0,0.0,102.0,84.0,452.0
65-OVER,1.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,437.0,362.0,0.0,253.0,155.0,1251.0
TOTAL,1.0,120.0,128.0,0.0,4.0,6.0,0.0,1.0,1.0,0.0,18.0,4.0,0.0,6.0,5.0,0.0,1391.0,1247.0,1.0,960.0,650.0,4543.0
