-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,1.0,560.0,522.0,0.0,39.0,26.0,0.0,10.0,3.0,0.0,69.0,51.0,0.0,20.0,19.0,0.0,1095.0,862.0,0.0,339.0,256.0,3872.0
30-34,0.0,416.0,389.0,0.0,31.0,21.0,0.0,3.0,3.0,0.0,47.0,33.0,0.0,14.0,13.0,0.0,1040.0,827.0,0.0,395.0,227.0,3459.0
35-39,0.0,347.0,352.0,0.0,25.0,19.0,0.0,4.0,2.0,0.0,37.0,40.0,0.0,20.0,14.0,0.0,976.0,743.0,0.0,263.0,201.0,3043.0
40-44,2.0,294.0,258.0,0.0,16.0,14.0,0.0,0.0,2.0,0.0,45.0,19.0,0.0,19.0,8.0,0.0,821.0,676.0,0.0,244.0,161.0,2579.0
45-49,0.0,306.0,316.0,0.0,18.0,10.0,0.0,2.0,3.0,0.0,47.0,34.0,0.0,26.0,12.0,0.0,915.0,772.0,0.0,300.0,206.0,2967.0
50-54,1.0,295.0,270.0,0.0,18.0,14.0,0.0,2.0,4.0,0.0,33.0,21.0,0.0,19.0,8.0,0.0,994.0,904.0,0.0,306.0,241.0,3130.0
55-59,0.0,258.0,256.0,0.0,21.0,9.0,0.0,5.0,2.0,0.0,27.0,24.0,0.0,14.0,5.0,0.0,1200.0,1029.0,0.0,313.0,237.0,3400.0
60-64,2.0,233.0,197.0,0.0,11.0,13.0,0.0,1.0,5.0,0.0,22.0,11.0,0.0,16.0,9.0,1.0,1043.0,950.0,0.0,253.0,204.0,2971.0
65-OVER,0.0,538.0,482.0,0.0,22.0,14.0,0.0,0.0,3.0,0.0,31.0,22.0,0.0,38.0,22.0,1.0,2513.0,2460.0,0.0,553.0,391.0,7090.0
TOTAL,6.0,3247.0,3042.0,0.0,201.0,140.0,0.0,27.0,27.0,0.0,358.0,255.0,0.0,186.0,110.0,2.0,10597.0,9223.0,0.0,2966.0,2124.0,32511.0
