-,MALE,FEMALE,UNKNOWN
UNKNOWN,11.11,16.13,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,28.57,21.43,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,45.71,47.11,0.0
BLACK,20.9,43.96,0.0
