,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,LINCOLN CLUB HOUSE,0.0,57.41,0.0,0.0,0.0,73.26,50.0,62.25
1,LINCOLN CENTER,50.0,60.34,25.0,100.0,0.0,72.3,36.11,67.84
2,FAITH TEMPLE OF LINC,0.0,65.73,100.0,100.0,25.0,65.89,50.0,64.29
3,TABERNACLE,100.0,68.5,100.0,0.0,0.0,68.08,50.0,66.67
4,BETHANY CHURCH,0.0,67.31,0.0,100.0,0.0,65.21,40.48,63.43
5,MARTINS CROSSROAD,0.0,64.19,0.0,0.0,25.0,72.07,54.12,69.26
6,88888,0.0,33.33,0.0,0.0,0.0,0.0,0.0,25.0
7,TOTAL,35.29,62.54,50.0,44.44,18.18,70.19,47.03,66.31
