-,MALE,FEMALE,UNKNOWN
UNKNOWN,25.0,22.22,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,33.33,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,52.63,51.11,0.0
BLACK,32.53,45.37,0.0
