,PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
0,PRECINCT 2,54.19,57.52,100.0,56.08
1,PRECINCT 3,36.32,50.22,0.0,44.65
2,PRECINCT 4,57.06,59.25,0.0,58.23
3,PRECINCT 5,54.0,50.76,0.0,52.4
4,88888,0.0,0.0,0.0,0.0
5,TOTAL,50.97,54.22,100.0,52.75
