-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,4.0,385.0,401.0,0.0,99.0,57.0,0.0,4.0,7.0,0.0,129.0,99.0,0.0,49.0,28.0,2.0,745.0,695.0,4.0,1788.0,1550.0,6046.0
30-34,0.0,292.0,284.0,0.0,65.0,46.0,0.0,2.0,1.0,0.0,93.0,64.0,0.0,28.0,21.0,1.0,592.0,631.0,1.0,1697.0,1089.0,4907.0
35-39,2.0,319.0,241.0,0.0,58.0,35.0,0.0,5.0,7.0,0.0,77.0,53.0,1.0,32.0,25.0,1.0,609.0,526.0,1.0,1674.0,1080.0,4746.0
40-44,1.0,320.0,269.0,0.0,51.0,27.0,0.0,3.0,5.0,1.0,71.0,48.0,0.0,34.0,17.0,0.0,502.0,483.0,1.0,1879.0,1102.0,4814.0
45-49,2.0,330.0,273.0,0.0,60.0,30.0,0.0,3.0,3.0,1.0,57.0,56.0,0.0,33.0,25.0,1.0,712.0,602.0,1.0,2076.0,1476.0,5741.0
50-54,1.0,302.0,307.0,0.0,30.0,31.0,0.0,3.0,3.0,0.0,73.0,56.0,0.0,34.0,28.0,0.0,871.0,782.0,1.0,1909.0,1426.0,5857.0
55-59,0.0,333.0,283.0,0.0,43.0,21.0,0.0,4.0,6.0,0.0,47.0,46.0,0.0,28.0,26.0,0.0,1229.0,1024.0,1.0,1665.0,1278.0,6034.0
60-64,1.0,264.0,238.0,0.0,28.0,17.0,0.0,0.0,5.0,0.0,31.0,28.0,0.0,18.0,26.0,1.0,1192.0,1134.0,2.0,1277.0,958.0,5220.0
65-OVER,2.0,629.0,528.0,0.0,47.0,36.0,0.0,5.0,5.0,0.0,59.0,58.0,0.0,75.0,69.0,1.0,3578.0,3017.0,2.0,2297.0,1677.0,12085.0
TOTAL,13.0,3174.0,2824.0,0.0,481.0,300.0,0.0,29.0,42.0,2.0,637.0,508.0,1.0,331.0,265.0,7.0,10030.0,8894.0,14.0,16262.0,11636.0,55450.0
