,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,UNION POINT,20.0,57.11,33.33,0.0,44.44,62.86,38.71,58.25
1,SILOAM,100.0,59.63,10.0,0.0,0.0,74.25,39.02,64.51
2,WHITE PLAINS,0.0,63.04,0.0,0.0,50.0,80.62,60.0,70.79
3,OLD SALEM,68.57,65.68,52.5,100.0,69.23,78.83,71.25,77.39
4,99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,TOTAL,58.7,59.71,40.85,50.0,51.85,76.58,64.1,72.0
