PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ARAGON,66.67,60.17,40.74,0.00,46.67,59.58,37.93,58.05
BLOOMING GROVE,75.00,48.85,27.59,100.0,25.00,58.52,24.53,54.90
CEDARTOWN,12.50,49.22,35.81,20.00,42.22,57.66,31.30,53.02
FISH CREEK,50.00,60.26,54.17,0.00,75.00,63.41,38.26,61.52
LAKE CREEK,66.67,56.77,41.30,0.00,58.33,66.38,39.86,63.88
ROCKMART,47.83,55.09,34.09,50.00,42.42,59.80,37.37,57.19
YOUNGS GROVE,33.33,68.42,23.81,0.00,62.50,60.68,35.92,58.98
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,37.50,53.67,36.34,23.08,47.20,60.53,35.09,57.46
