AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,21121.0,17.0,629.0,510.0,1.0,384.0,218.0,0.0,24.0,13.0,2.0,896.0,573.0,1.0,328.0,267.0,21.0,5544.0,4885.0,12.0,4350.0,2446.0
30-34,23341.0,26.0,637.0,517.0,1.0,353.0,205.0,0.0,17.0,21.0,1.0,727.0,444.0,0.0,349.0,239.0,8.0,6335.0,5767.0,2.0,4992.0,2700.0
35-39,25855.0,19.0,765.0,559.0,1.0,359.0,221.0,1.0,31.0,17.0,0.0,704.0,442.0,1.0,401.0,291.0,5.0,6935.0,6086.0,11.0,5828.0,3178.0
40-44,27477.0,7.0,715.0,523.0,1.0,350.0,201.0,0.0,27.0,16.0,1.0,737.0,509.0,0.0,614.0,382.0,1.0,7600.0,6656.0,2.0,5748.0,3387.0
45-49,32588.0,11.0,676.0,571.0,3.0,301.0,215.0,0.0,31.0,24.0,3.0,740.0,533.0,2.0,578.0,549.0,7.0,9393.0,8648.0,3.0,6348.0,3952.0
50-54,31913.0,8.0,566.0,482.0,3.0,268.0,215.0,0.0,25.0,19.0,1.0,578.0,497.0,1.0,433.0,447.0,7.0,9867.0,9074.0,4.0,5740.0,3678.0
55-59,32552.0,12.0,486.0,471.0,1.0,230.0,222.0,0.0,15.0,18.0,1.0,501.0,409.0,0.0,374.0,330.0,14.0,11045.0,10129.0,2.0,4980.0,3312.0
60-64,28457.0,7.0,389.0,391.0,1.0,213.0,179.0,0.0,13.0,16.0,0.0,307.0,275.0,1.0,274.0,268.0,3.0,10602.0,9603.0,3.0,3516.0,2396.0
65-OVER,64633.0,12.0,989.0,744.0,1.0,382.0,293.0,0.0,34.0,20.0,1.0,502.0,381.0,3.0,491.0,562.0,12.0,27575.0,24168.0,6.0,5296.0,3161.0
TOTAL,287937.0,119.0,5852.0,4768.0,13.0,2840.0,1969.0,1.0,217.0,164.0,10.0,5692.0,4063.0,9.0,3842.0,3335.0,78.0,94896.0,85016.0,45.0,46798.0,28210.0
