-,MALE,FEMALE,UNKNOWN
UNKNOWN,25.89,33.33,0.0
OTHER,50.0,25.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,42.86,41.67,0.0
ASIA-PI,16.67,0.0,0.0
WHITE,42.98,45.04,0.0
BLACK,25.71,40.54,0.0
