AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,36.49,50.00,0.00,20.00,50.54,22.22,43.88
25-29,0.00,37.29,28.57,0.00,0.00,53.28,15.38,45.62
30-34,0.00,37.29,100.0,0.00,0.00,50.37,40.00,46.12
35-39,0.00,44.44,100.0,0.00,0.00,59.69,28.57,53.73
40-44,0.00,50.00,100.0,0.00,0.00,64.46,25.00,58.65
45-49,0.00,73.21,0.00,0.00,100.0,62.31,27.27,62.59
50-54,0.00,64.62,100.0,0.00,100.0,66.29,33.33,65.73
55-59,0.00,72.84,0.00,0.00,0.00,71.88,44.44,70.77
60-64,0.00,85.00,100.0,0.00,0.00,74.49,37.50,76.22
65-OVER,0.00,73.40,0.00,0.00,0.00,78.29,47.06,76.30
TOTAL,0.00,61.06,42.86,0.00,25.00,66.73,30.77,63.50
