,PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
0,DOUGLAS,49.16,53.62,33.33,51.6
1,AMBROSE,60.77,62.82,0.0,61.86
2,BRIDGETOWN,67.09,72.22,0.0,69.54
3,BROXTON,58.63,60.82,0.0,59.8
4,NICHOLLS,49.5,49.58,25.0,49.49
5,WEST GREEN,57.71,64.01,100.0,60.94
6,88888,0.0,0.0,0.0,0.0
7,TOTAL,51.73,55.26,34.62,53.64
