PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1A,53.3,57.5,0.0,55.51
1B,50.57,56.91,28.57,54.04
1C,60.34,63.66,77.78,62.17
1D,67.23,71.75,100.0,69.69
2A,41.09,51.46,42.86,46.69
2B,37.45,47.06,33.33,42.68
3A,34.38,47.82,44.44,41.87
3B,43.68,49.33,53.85,46.73
4A,40.2,44.06,37.5,42.29
4B,51.27,56.22,42.31,53.81
5A,60.22,64.28,60.0,62.41
5B,55.16,64.52,66.67,60.34
5C,64.56,66.69,16.67,65.56
5D,48.89,56.28,28.57,53.03
6A,55.8,61.55,0.0,58.89
6B,55.79,62.61,66.67,59.53
6C,55.79,59.66,30.0,57.83
6D,63.19,68.95,66.67,66.36
7A,57.17,61.88,57.14,59.7
7B,56.81,57.06,57.14,56.94
7C,59.44,65.87,54.55,62.75
88888,0.0,0.0,0.0,0.0
8A,50.58,54.74,28.57,52.83
8B,51.15,57.07,0.0,54.37
8C,45.69,52.87,85.71,49.75
99999,0.0,0.0,0.0,0.0
TOTAL,51.43,57.34,48.0,54.62
