-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,10.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,212.0,188.0,0.0,1.0,0.0,437.0
30-34,0.0,15.0,19.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,1.0,1.0,0.0,229.0,205.0,0.0,0.0,0.0,488.0
35-39,0.0,16.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,276.0,225.0,0.0,1.0,1.0,550.0
40-44,0.0,17.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,339.0,313.0,0.0,1.0,2.0,694.0
45-49,0.0,15.0,22.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,8.0,4.0,0.0,1.0,2.0,1.0,422.0,371.0,0.0,1.0,2.0,854.0
50-54,0.0,30.0,25.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,3.0,6.0,0.0,2.0,2.0,1.0,503.0,473.0,0.0,2.0,0.0,1054.0
55-59,0.0,39.0,31.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,2.0,0.0,0.0,646.0,564.0,0.0,3.0,3.0,1305.0
60-64,1.0,40.0,36.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,828.0,666.0,0.0,2.0,1.0,1588.0
65-OVER,1.0,105.0,123.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,9.0,12.0,0.0,2.0,3.0,3.0,2301.0,2440.0,0.0,3.0,7.0,5020.0
TOTAL,2.0,287.0,304.0,0.0,23.0,17.0,0.0,3.0,2.0,0.0,54.0,39.0,0.0,12.0,11.0,5.0,5756.0,5445.0,0.0,14.0,16.0,11990.0
