-,MALE,FEMALE,UNKNOWN
UNKNOWN,15.31,19.4,0.0
OTHER,20.0,22.22,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,14.29,24.39,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,44.55,46.74,0.0
BLACK,18.62,29.6,0.0
