PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BEARDS CREEK,44.46,43.94,25.00,44.13
RYE PATCH/OAK DALE,44.75,42.97,0.00,43.81
SOUTH LUDOWICI,39.66,40.71,0.00,40.24
NORTH LUDOWICI,40.85,42.84,0.00,41.91
TIBET,54.91,52.64,0.00,53.73
ALMA FLOURNOY,55.71,60.61,0.00,58.09
FAITH BAPTIST ANNEX,49.41,47.75,33.33,48.41
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,44.95,44.52,25.00,44.70
