-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,129.0,133.0,0.0,55.0,29.0,364.0
30-34,0.0,11.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,161.0,145.0,0.0,72.0,22.0,426.0
35-39,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,193.0,162.0,0.0,73.0,26.0,468.0
40-44,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,198.0,177.0,0.0,70.0,38.0,498.0
45-49,0.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,247.0,257.0,0.0,113.0,58.0,695.0
50-54,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,243.0,257.0,0.0,119.0,59.0,690.0
55-59,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,240.0,0.0,95.0,71.0,675.0
60-64,0.0,15.0,9.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,256.0,263.0,0.0,108.0,62.0,718.0
65-OVER,0.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,900.0,787.0,0.0,232.0,147.0,2101.0
TOTAL,0.0,75.0,64.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,11.0,7.0,0.0,8.0,3.0,2.0,2585.0,2421.0,0.0,937.0,512.0,6635.0
