,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,39 NEWBRANCH,0.0,55.0,24.0,0.0,44.44,71.02,24.55,64.8
1,43 CEDAR CROSSING,33.33,45.95,25.0,0.0,0.0,67.36,18.25,60.26
2,513 V.P.D.,39.53,46.67,34.18,0.0,39.29,69.33,25.44,58.43
3,514 S.T.I.A.L.C.,66.67,49.66,25.0,0.0,45.45,63.84,19.88,54.79
4,88888,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
5,TOTAL,40.0,48.23,28.24,0.0,38.71,67.8,22.83,58.24
