,PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
0,AXSON,61.21,61.47,0.0,61.26
1,WILLACOOCHEE,57.74,60.51,50.0,59.21
2,PEARSON CITY,40.76,49.26,33.33,45.79
3,88888,0.0,0.0,0.0,0.0
4,99999,0.0,0.0,0.0,0.0
5,TOTAL,53.65,56.72,33.33,55.29
