,PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
0,LONGSTREET,63.81,65.22,0.0,64.58
1,ELIAM,68.56,70.3,0.0,69.51
2,PETERSBURG,62.35,68.51,100.0,65.62
3,WYCHE,65.42,71.68,0.0,68.76
4,MOSS-RUCKERSVILLE,63.11,61.84,0.0,62.44
5,PIKE,61.17,63.18,0.0,62.2
6,GAINES,67.06,62.55,0.0,64.71
7,GOSHEN,60.36,62.31,100.0,61.44
8,WEBBSBORO,68.04,69.5,0.0,68.78
9,CENTERVILLE,61.59,61.23,0.0,61.34
10,TOTAL,63.34,65.17,75.0,64.31
