-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,1.0,72.0,65.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,6.0,2.0,2.0,486.0,464.0,0.0,233.0,122.0,1495.0
30-34,1.0,78.0,62.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,6.0,5.0,0.0,639.0,577.0,0.0,311.0,114.0,1819.0
35-39,0.0,70.0,67.0,0.0,7.0,3.0,0.0,0.0,3.0,0.0,5.0,3.0,0.0,9.0,5.0,0.0,667.0,577.0,0.0,291.0,133.0,1840.0
40-44,1.0,61.0,69.0,0.0,4.0,6.0,0.0,0.0,2.0,0.0,9.0,6.0,0.0,8.0,3.0,1.0,688.0,569.0,0.0,283.0,124.0,1834.0
45-49,0.0,69.0,75.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,5.0,3.0,0.0,787.0,723.0,0.0,236.0,136.0,2047.0
50-54,0.0,57.0,71.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,6.0,6.0,1.0,710.0,709.0,0.0,262.0,147.0,1989.0
55-59,0.0,55.0,58.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,8.0,9.0,0.0,9.0,5.0,0.0,857.0,728.0,0.0,290.0,149.0,2180.0
60-64,0.0,48.0,45.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,5.0,6.0,0.0,836.0,758.0,0.0,265.0,176.0,2157.0
65-OVER,0.0,113.0,98.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,7.0,4.0,0.0,2316.0,2020.0,0.0,561.0,353.0,5496.0
TOTAL,3.0,623.0,610.0,0.0,48.0,44.0,0.0,4.0,7.0,0.0,69.0,48.0,0.0,61.0,39.0,4.0,7986.0,7125.0,0.0,2732.0,1454.0,20857.0
