,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,ZETTO,100.0,60.43,0.0,0.0,0.0,73.33,27.27,63.43
1,COURT HOUSE,0.0,54.07,100.0,0.0,0.0,62.96,30.0,55.37
2,OLD HEAD START,0.0,57.26,0.0,0.0,0.0,69.14,30.0,60.87
3,DAYS CROSS ROAD,0.0,58.43,100.0,0.0,100.0,72.85,41.18,65.55
4,88888,0.0,14.29,0.0,0.0,0.0,0.0,0.0,12.5
5,99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,TOTAL,50.0,57.02,100.0,0.0,33.33,70.45,32.0,61.13
