-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,2.0,267.0,212.0,0.0,39.0,33.0,0.0,4.0,1.0,0.0,113.0,75.0,0.0,40.0,30.0,6.0,1479.0,1258.0,0.0,539.0,277.0,4375.0
30-34,3.0,277.0,198.0,0.0,38.0,21.0,0.0,1.0,2.0,0.0,54.0,39.0,0.0,32.0,23.0,5.0,1177.0,1190.0,0.0,580.0,253.0,3893.0
35-39,3.0,248.0,196.0,0.0,23.0,11.0,0.0,1.0,3.0,0.0,42.0,39.0,0.0,21.0,19.0,8.0,1064.0,1060.0,0.0,568.0,248.0,3554.0
40-44,3.0,160.0,162.0,0.0,28.0,21.0,0.0,1.0,0.0,0.0,49.0,30.0,1.0,14.0,17.0,0.0,921.0,875.0,1.0,530.0,260.0,3073.0
45-49,1.0,116.0,114.0,1.0,16.0,18.0,0.0,0.0,1.0,0.0,30.0,24.0,0.0,23.0,11.0,1.0,875.0,903.0,0.0,546.0,297.0,2977.0
50-54,3.0,129.0,114.0,0.0,12.0,13.0,0.0,3.0,1.0,1.0,33.0,41.0,0.0,18.0,11.0,1.0,824.0,781.0,0.0,548.0,303.0,2836.0
55-59,0.0,127.0,81.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,36.0,24.0,0.0,22.0,14.0,0.0,934.0,787.0,1.0,637.0,345.0,3031.0
60-64,1.0,125.0,113.0,0.0,18.0,14.0,0.0,2.0,1.0,0.0,26.0,14.0,0.0,16.0,18.0,2.0,1094.0,926.0,0.0,600.0,331.0,3301.0
65-OVER,2.0,297.0,253.0,0.0,14.0,24.0,0.0,3.0,2.0,0.0,38.0,32.0,0.0,39.0,28.0,2.0,3857.0,3044.0,0.0,1186.0,684.0,9505.0
TOTAL,18.0,1746.0,1443.0,1.0,201.0,165.0,0.0,15.0,11.0,1.0,421.0,318.0,1.0,225.0,171.0,25.0,12225.0,10824.0,2.0,5734.0,2998.0,36545.0
