-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,1.0,53.0,52.0,0.0,11.0,13.0,0.0,1.0,1.0,0.0,81.0,70.0,0.0,8.0,3.0,3.0,653.0,613.0,0.0,412.0,315.0,2290.0
30-34,0.0,30.0,47.0,0.0,4.0,9.0,0.0,3.0,3.0,0.0,33.0,28.0,0.0,5.0,5.0,1.0,640.0,523.0,0.0,353.0,251.0,1935.0
35-39,1.0,42.0,37.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,30.0,20.0,0.0,6.0,3.0,0.0,683.0,569.0,0.0,354.0,196.0,1951.0
40-44,1.0,27.0,33.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,25.0,36.0,0.0,8.0,1.0,0.0,608.0,592.0,0.0,318.0,201.0,1860.0
45-49,0.0,27.0,37.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,27.0,23.0,0.0,6.0,7.0,1.0,756.0,581.0,0.0,317.0,225.0,2017.0
50-54,1.0,23.0,27.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,15.0,25.0,0.0,5.0,7.0,0.0,677.0,645.0,1.0,336.0,232.0,2002.0
55-59,1.0,30.0,28.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,15.0,17.0,0.0,7.0,1.0,1.0,780.0,638.0,2.0,311.0,239.0,2079.0
60-64,1.0,25.0,29.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,6.0,9.0,0.0,3.0,7.0,0.0,689.0,616.0,0.0,290.0,211.0,1893.0
65-OVER,1.0,57.0,56.0,0.0,6.0,8.0,0.0,1.0,4.0,0.0,11.0,17.0,0.0,8.0,12.0,2.0,1977.0,1581.0,0.0,573.0,401.0,4715.0
TOTAL,7.0,314.0,346.0,0.0,43.0,50.0,0.0,12.0,13.0,0.0,243.0,245.0,0.0,56.0,46.0,8.0,7463.0,6358.0,3.0,3264.0,2271.0,20742.0
