AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,265.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,99.0,84.0,0.0,49.0,23.0
30-34,299.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,128.0,105.0,0.0,39.0,13.0
35-39,328.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,127.0,128.0,0.0,48.0,17.0
40-44,364.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,146.0,138.0,0.0,47.0,15.0
45-49,420.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,167.0,171.0,0.0,49.0,22.0
50-54,462.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,203.0,177.0,0.0,44.0,22.0
55-59,536.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,212.0,210.0,0.0,66.0,29.0
60-64,476.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,202.0,193.0,0.0,33.0,30.0
65-OVER,1372.0,0.0,11.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,612.0,575.0,0.0,103.0,55.0
TOTAL,4522.0,1.0,47.0,46.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,10.0,8.0,0.0,10.0,6.0,1.0,1896.0,1781.0,0.0,478.0,226.0
