-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,1.0,128.0,105.0,0.0,14.0,10.0,0.0,2.0,2.0,0.0,43.0,38.0,0.0,4.0,5.0,2.0,898.0,746.0,0.0,135.0,73.0,2206.0
30-34,2.0,120.0,105.0,0.0,14.0,7.0,0.0,1.0,0.0,0.0,28.0,26.0,0.0,3.0,7.0,0.0,959.0,852.0,0.0,174.0,81.0,2379.0
35-39,0.0,138.0,113.0,0.0,13.0,15.0,0.0,2.0,0.0,0.0,40.0,29.0,0.0,9.0,1.0,0.0,1106.0,990.0,0.0,186.0,83.0,2725.0
40-44,0.0,119.0,116.0,0.0,18.0,4.0,0.0,2.0,1.0,0.0,43.0,21.0,0.0,7.0,9.0,1.0,1247.0,1036.0,0.0,216.0,115.0,2955.0
45-49,1.0,119.0,135.0,0.0,5.0,11.0,0.0,1.0,3.0,0.0,31.0,27.0,0.0,8.0,4.0,2.0,1538.0,1487.0,0.0,227.0,139.0,3738.0
50-54,0.0,139.0,130.0,0.0,11.0,11.0,0.0,2.0,3.0,0.0,26.0,24.0,0.0,9.0,10.0,0.0,1720.0,1657.0,1.0,253.0,169.0,4165.0
55-59,0.0,106.0,129.0,0.0,12.0,5.0,0.0,0.0,1.0,0.0,29.0,33.0,0.0,7.0,4.0,2.0,1740.0,1687.0,0.0,214.0,137.0,4106.0
60-64,0.0,92.0,109.0,0.0,14.0,8.0,0.0,2.0,1.0,0.0,13.0,18.0,0.0,9.0,4.0,1.0,1731.0,1580.0,0.0,167.0,121.0,3870.0
65-OVER,4.0,228.0,199.0,0.0,3.0,3.0,0.0,1.0,4.0,0.0,23.0,23.0,1.0,10.0,8.0,1.0,3820.0,3761.0,0.0,360.0,217.0,8666.0
TOTAL,8.0,1189.0,1141.0,0.0,104.0,74.0,0.0,13.0,15.0,0.0,276.0,239.0,1.0,66.0,52.0,9.0,14759.0,13796.0,1.0,1932.0,1135.0,34810.0
