AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,32.67,41.55,28.24,36.36,36.09,36.99,30.48,37.89
30-34,29.77,51.69,39.78,41.67,43.47,44.84,43.24,47.18
35-39,32.28,60.95,48.48,45.45,48.41,51.25,50.06,55.08
40-44,37.97,68.73,45.77,69.23,50.89,60.19,54.28,62.68
45-49,42.64,72.79,52.08,60.0,57.59,66.47,57.79,67.61
50-54,40.48,74.87,50.43,50.0,59.16,69.9,60.52,70.14
55-59,45.71,75.75,54.93,46.15,62.2,71.59,59.64,71.3
60-64,48.95,77.75,57.61,33.33,60.16,73.57,59.41,72.91
65-OVER,50.24,76.97,54.65,55.56,60.83,72.76,59.33,72.02
TOTAL,40.31,66.63,45.84,48.62,51.79,63.75,52.5,62.71
