AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,30.54,37.5,0.0,50.0,51.27,30.0,42.5
25-29,20.0,38.41,16.67,0.0,0.0,41.34,12.5,37.92
30-34,25.0,45.74,0.0,0.0,0.0,53.01,35.0,49.38
35-39,100.0,49.29,50.0,0.0,66.67,57.02,23.53,52.93
40-44,0.0,52.75,66.67,0.0,66.67,60.77,22.22,57.61
45-49,66.67,53.57,66.67,0.0,25.0,69.84,40.91,64.05
50-54,50.0,61.48,50.0,0.0,50.0,75.82,76.92,71.85
55-59,0.0,66.1,80.0,50.0,0.0,79.33,22.22,73.78
60-64,0.0,68.94,0.0,0.0,50.0,81.23,50.0,75.93
65-OVER,50.0,65.71,40.0,100.0,80.0,78.31,40.62,74.55
TOTAL,29.63,54.85,44.44,60.0,48.15,68.98,34.43,63.29
