PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ARABIA,73.91,59.26,0.0,66.0
ARGYLE,50.88,52.36,0.0,51.66
DUPONT,54.48,60.13,100.0,57.7
FARGO,59.02,56.43,0.0,57.63
HOMERVILLE,53.59,54.76,0.0,54.21
TOTAL,54.25,55.15,66.67,54.74
