AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1476.0,2.0,68.0,45.0,0.0,8.0,6.0,0.0,0.0,1.0,0.0,35.0,25.0,0.0,2.0,1.0,0.0,666.0,539.0,2.0,49.0,27.0
30-34,1878.0,1.0,63.0,76.0,0.0,14.0,6.0,0.0,1.0,0.0,0.0,32.0,22.0,0.0,9.0,6.0,1.0,835.0,720.0,0.0,60.0,32.0
35-39,2342.0,0.0,70.0,78.0,0.0,9.0,6.0,0.0,0.0,1.0,0.0,29.0,15.0,0.0,15.0,5.0,1.0,1048.0,922.0,0.0,98.0,45.0
40-44,2399.0,0.0,65.0,75.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,33.0,31.0,0.0,6.0,3.0,0.0,1076.0,967.0,0.0,83.0,51.0
45-49,2750.0,1.0,66.0,66.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,28.0,23.0,0.0,12.0,6.0,2.0,1194.0,1176.0,0.0,96.0,69.0
50-54,2697.0,1.0,67.0,59.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,30.0,31.0,0.0,10.0,4.0,1.0,1134.0,1176.0,0.0,95.0,76.0
55-59,2673.0,0.0,53.0,76.0,0.0,6.0,5.0,0.0,2.0,1.0,0.0,14.0,15.0,0.0,11.0,8.0,2.0,1222.0,1101.0,0.0,99.0,58.0
60-64,2487.0,1.0,53.0,49.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,9.0,10.0,0.0,1158.0,1048.0,0.0,73.0,50.0
65-OVER,6470.0,1.0,154.0,114.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,19.0,26.0,0.0,11.0,14.0,2.0,3013.0,2789.0,0.0,182.0,131.0
TOTAL,25172.0,7.0,659.0,638.0,0.0,63.0,53.0,0.0,5.0,5.0,0.0,232.0,199.0,0.0,85.0,57.0,9.0,11346.0,10438.0,2.0,835.0,539.0
