,PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
0,WALNUT GROVE,54.99,55.15,0.0,55.01
1,ROCK SPRING,56.31,56.6,100.0,56.49
2,ARMUCHEE VALLEY,60.71,61.06,0.0,60.85
3,MOUNTAIN,57.04,60.42,50.0,58.73
4,CHATTANOOGA VALLEY,52.7,52.59,50.0,52.64
5,KENSINGTON,58.26,59.18,100.0,58.77
6,ROSSVILLE,42.44,40.52,50.0,41.38
7,CHICKAMAUGA,54.91,54.92,50.0,54.92
8,FAIRYLAND,52.76,57.36,0.0,55.12
9,FAIRVIEW,46.09,41.74,33.33,43.69
10,99999,0.0,0.0,0.0,0.0
11,TOTAL,52.29,51.65,48.0,51.95
