PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
131,12.50,57.61,0.00,100.0,50.00,51.53,20.48,53.22
132,33.33,46.88,28.57,50.00,77.78,68.67,36.47,65.59
133A,42.86,58.86,29.41,0.00,50.00,63.05,28.57,58.74
133B,40.00,56.03,36.84,50.00,20.00,64.96,35.61,60.91
134,100.0,58.75,14.29,0.00,50.00,70.55,35.65,61.43
135,28.57,57.93,40.91,33.33,16.67,67.27,32.18,62.12
136,0.00,50.56,75.00,0.00,0.00,54.95,22.63,49.12
137,0.00,64.24,40.00,50.00,0.00,71.49,25.00,68.07
139,25.00,64.48,25.00,0.00,100.0,64.00,27.94,61.29
88888,0.00,16.67,0.00,0.00,0.00,0.00,0.00,7.690
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,27.91,56.27,35.48,45.45,37.50,66.32,29.96,59.90
