AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,0.0,39.67,20.0,0.0,0.0,50.54,35.0,44.91
30-34,0.0,44.66,0.0,0.0,0.0,53.85,22.22,49.69
35-39,0.0,49.48,0.0,0.0,100.0,59.84,50.0,56.32
40-44,0.0,57.02,0.0,100.0,0.0,63.32,38.46,59.7
45-49,0.0,54.37,0.0,0.0,0.0,65.67,27.27,60.92
50-54,0.0,62.39,0.0,0.0,0.0,70.42,20.0,66.76
55-59,0.0,66.96,0.0,0.0,0.0,70.82,66.67,68.49
60-64,100.0,66.96,100.0,0.0,0.0,73.26,54.55,70.98
65-OVER,100.0,73.23,0.0,0.0,0.0,73.19,35.29,72.46
TOTAL,25.0,59.53,14.29,33.33,20.0,66.73,40.18,63.44
