PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ANNA,64.38,60.24,0.0,62.18
ELMODEL,27.78,37.5,0.0,32.76
HOGGARDS MILL,52.17,48.31,0.0,50.15
MILFORD,68.97,65.99,0.0,67.3
NEWTON,55.62,57.69,0.0,56.74
TOTAL,51.88,53.97,0.0,53.0
