-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,3.0,160.0,178.0,1.0,26.0,23.0,0.0,1.0,2.0,0.0,30.0,19.0,1.0,14.0,16.0,1.0,1098.0,897.0,1.0,993.0,712.0,4176.0
30-34,1.0,109.0,132.0,0.0,19.0,16.0,0.0,1.0,0.0,0.0,19.0,21.0,0.0,11.0,17.0,2.0,1017.0,859.0,0.0,861.0,515.0,3600.0
35-39,3.0,101.0,115.0,0.0,18.0,13.0,0.0,0.0,2.0,1.0,19.0,12.0,0.0,14.0,13.0,1.0,1037.0,822.0,0.0,790.0,495.0,3456.0
40-44,2.0,91.0,103.0,0.0,9.0,5.0,0.0,1.0,1.0,0.0,17.0,10.0,0.0,12.0,11.0,0.0,963.0,830.0,2.0,745.0,410.0,3212.0
45-49,1.0,81.0,113.0,1.0,9.0,5.0,0.0,3.0,1.0,0.0,14.0,15.0,0.0,18.0,13.0,1.0,1163.0,974.0,0.0,680.0,498.0,3590.0
50-54,4.0,80.0,107.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,17.0,22.0,0.0,17.0,16.0,1.0,1170.0,1071.0,0.0,701.0,532.0,3751.0
55-59,2.0,83.0,78.0,0.0,11.0,9.0,0.0,0.0,2.0,0.0,23.0,19.0,0.0,13.0,11.0,0.0,1220.0,1147.0,0.0,666.0,479.0,3763.0
60-64,0.0,57.0,72.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,10.0,11.0,1.0,1239.0,1089.0,2.0,631.0,477.0,3623.0
65-OVER,7.0,113.0,138.0,1.0,13.0,12.0,0.0,2.0,1.0,0.0,10.0,8.0,0.0,24.0,25.0,2.0,3557.0,2866.0,1.0,1251.0,749.0,8780.0
TOTAL,23.0,875.0,1036.0,4.0,117.0,98.0,0.0,9.0,9.0,1.0,156.0,137.0,1.0,133.0,133.0,9.0,12464.0,10555.0,6.0,7318.0,4867.0,37951.0
