-,MALE,FEMALE,UNKNOWN
UNKNOWN,20.78,27.71,0.0
OTHER,9.09,16.67,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,30.56,38.1,0.0
ASIA-PI,0.0,16.67,0.0
WHITE,36.47,37.75,0.0
BLACK,22.83,36.92,0.0
