PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
FOUR POINTS,51.51,55.48,16.67,53.43
GIRARD,55.92,64.77,0.0,60.35
GOUGH,58.97,66.82,0.0,63.11
GREENSCUT,57.6,57.46,0.0,57.53
KEYSVILLE,43.06,50.88,0.0,47.06
MIDVILLE,54.42,61.4,0.0,57.93
MUNNERLYN,56.85,68.15,0.0,62.28
SARDIS,53.5,56.77,0.0,55.31
SCOTTS CROSSROADS,62.07,67.97,0.0,65.43
TELFAIR,48.82,58.61,100.0,53.65
ST. CLAIR,60.41,64.29,0.0,62.47
VIDETTE,55.19,66.04,0.0,60.7
NORTH WAYNESBORO,49.0,56.82,0.0,53.49
SOUTH WAYNESBORO,60.34,63.42,33.33,62.0
BLAKENEY,44.44,54.78,0.0,50.58
88888,0.0,0.0,0.0,0.0
TOTAL,53.73,59.41,25.0,56.76
