,PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
0,104,59.33,63.98,0.0,61.88
1,105,69.61,70.5,66.67,70.07
2,106,66.84,69.01,0.0,67.93
3,107,64.28,66.07,50.0,65.2
4,TOTAL,64.96,67.07,42.86,66.06
