-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0,30.64,21.73,0,40,30.23,0,50,0,0,31.87,27.52,0,28.21,16,28.57,41.27,38.14,0,39.28,27.92,36.34
30-34,0,44.68,32.06,0,46.88,40,0,0,100,0,40.94,37.89,0,37.14,23.68,33.33,49.93,47.09,0,54,37.80,46.52
35-39,100,44.66,41.4,0,56.1,47.37,0,25,33.33,0,48.03,39.76,0,39.44,27.27,100,54.74,52.9,75,59.15,46.79,51.97
40-44,0,49.9,41.93,100,59.09,42.11,0,50,50,0,42.75,46.81,0,52.17,51.11,75,61.36,59.39,0,64.66,47.01,57.62
45-49,25,47.98,50.65,0,47.37,58.06,0,100,75,100,49.64,49.45,0,62.12,43.75,80,66.52,67.07,50,68.62,57.55,63.72
50-54,50,56.45,51.17,0,70.27,76.67,0,0,62.5,0,44.12,59.22,0,56.14,45.95,66.67,69.87,70.04,0,73.43,62.15,67.37
55-59,66.67,56.96,55.21,0,51.85,54.55,0,66.67,75,100,60.87,44.74,0,50.85,46.43,57.14,72.01,73.38,0,74.81,69.26,70.27
60-64,100,56.45,46.44,0,60,72.73,0,0,33.33,0,49.06,64.41,0,40,50,75,73.03,76.79,100,76.24,66.60,71.72
TOTAL,28.57,48.83,43.78,100.0,54.47,50.84,0,45.0,60.0,50.0,44.52,45.77,0,48.04,37.82,62.0,64.87,65.61,53.85,64.95,55.27,61.75
