-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,13.0,13.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,299.0,240.0,0.0,16.0,7.0,596.0
30-34,1.0,20.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,314.0,296.0,0.0,15.0,10.0,683.0
35-39,0.0,18.0,14.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,374.0,311.0,0.0,16.0,6.0,750.0
40-44,1.0,23.0,18.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,2.0,0.0,415.0,355.0,0.0,17.0,7.0,850.0
45-49,0.0,21.0,20.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,514.0,504.0,0.0,17.0,13.0,1103.0
50-54,0.0,17.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,501.0,492.0,0.0,26.0,12.0,1076.0
55-59,0.0,23.0,19.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,477.0,501.0,0.0,17.0,15.0,1063.0
60-64,0.0,15.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,437.0,442.0,0.0,28.0,22.0,960.0
65-OVER,0.0,21.0,28.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,1467.0,1211.0,0.0,61.0,35.0,2837.0
TOTAL,2.0,171.0,161.0,0.0,12.0,16.0,0.0,3.0,3.0,0.0,18.0,13.0,0.0,16.0,12.0,1.0,4798.0,4352.0,0.0,213.0,127.0,9918.0
