AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,25.69,36.67,0.00,22.22,50.81,11.76,35.24
25-29,0.00,34.18,23.81,0.00,0.00,46.46,13.79,36.67
30-34,0.00,32.87,20.00,0.00,40.00,47.97,20.00,39.91
35-39,0.00,42.31,0.00,0.00,50.00,57.52,32.69,50.35
40-44,0.00,51.49,50.00,0.00,50.00,66.17,23.33,58.44
45-49,33.33,64.76,25.00,0.00,100.0,66.32,28.00,61.06
50-54,33.33,57.97,50.00,0.00,33.33,75.16,24.32,65.66
55-59,50.00,62.16,66.67,0.00,0.00,75.27,34.09,68.37
60-64,66.67,67.28,50.00,50.00,0.00,74.13,29.03,69.09
65-OVER,0.00,70.61,50.00,100.0,100.0,80.30,32.31,75.64
TOTAL,20.00,53.23,36.67,33.33,32.14,68.14,22.84,59.12
