,PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
0,TOWNSEND,56.69,57.1,0.0,56.9
1,CRESCENT,51.65,61.29,0.0,56.68
2,DARIEN,52.18,57.82,0.0,55.11
3,SOUTH NEWPORT,65.89,65.18,100.0,65.54
4,NORTH DARIEN,49.57,53.87,100.0,51.87
5,88888,0.0,0.0,0.0,0.0
6,99999,0.0,0.0,0.0,0.0
7,TOTAL,54.64,59.07,66.67,56.96
