-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,1.0,89.0,94.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0,20.0,16.0,0.0,7.0,4.0,0.0,645.0,612.0,0.0,4.0,6.0,1509.0
30-34,1.0,81.0,72.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0,11.0,19.0,0.0,8.0,4.0,0.0,587.0,597.0,0.0,4.0,9.0,1404.0
35-39,0.0,62.0,75.0,0.0,1.0,6.0,0.0,2.0,2.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,577.0,520.0,0.0,3.0,4.0,1278.0
40-44,1.0,46.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,13.0,0.0,5.0,4.0,0.0,611.0,565.0,0.0,3.0,6.0,1317.0
45-49,0.0,56.0,84.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,6.0,10.0,0.0,11.0,4.0,0.0,762.0,721.0,0.0,3.0,4.0,1669.0
50-54,0.0,65.0,80.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,17.0,11.0,0.0,1.0,3.0,0.0,780.0,728.0,0.0,7.0,5.0,1704.0
55-59,4.0,64.0,75.0,0.0,7.0,6.0,0.0,1.0,0.0,0.0,10.0,5.0,0.0,3.0,4.0,0.0,923.0,782.0,0.0,2.0,3.0,1889.0
60-64,1.0,60.0,71.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0,7.0,4.0,0.0,4.0,2.0,0.0,866.0,739.0,0.0,1.0,2.0,1767.0
65-OVER,2.0,177.0,168.0,0.0,7.0,11.0,0.0,0.0,1.0,0.0,11.0,9.0,0.0,7.0,5.0,1.0,2389.0,2152.0,0.0,0.0,4.0,4944.0
TOTAL,10.0,700.0,769.0,0.0,32.0,43.0,0.0,6.0,12.0,0.0,100.0,94.0,0.0,52.0,36.0,1.0,8140.0,7416.0,0.0,27.0,43.0,17481.0
