AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,372.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,139.0,108.0,0.0,85.0,28.0
30-34,375.0,0.0,12.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,151.0,130.0,0.0,57.0,15.0
35-39,417.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,142.0,151.0,0.0,74.0,33.0
40-44,455.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,1.0,0.0,163.0,164.0,0.0,71.0,35.0
45-49,614.0,0.0,7.0,12.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,229.0,213.0,0.0,89.0,53.0
50-54,706.0,0.0,8.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,281.0,246.0,0.0,102.0,54.0
55-59,772.0,0.0,15.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,275.0,263.0,0.0,118.0,81.0
60-64,816.0,1.0,9.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,294.0,271.0,0.0,135.0,94.0
65-OVER,2469.0,0.0,19.0,38.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,1040.0,897.0,0.0,285.0,177.0
TOTAL,6996.0,2.0,86.0,95.0,0.0,7.0,8.0,0.0,3.0,0.0,0.0,19.0,19.0,0.0,9.0,5.0,0.0,2714.0,2443.0,0.0,1016.0,570.0
